2024-08-01 13:25:10,011 INFO    StreamThr :9144 [internal.py:wandb_internal():85] W&B internal server running at pid: 9144, started at: 2024-08-01 13:25:10.010779
2024-08-01 13:25:10,012 DEBUG   HandlerThread:9144 [handler.py:handle_request():158] handle_request: status
2024-08-01 13:25:10,013 INFO    WriterThread:9144 [datastore.py:open_for_write():87] open: C:\Users\olivi\.vscode\projects\wandb\run-20240801_132509-pztvxcfj\run-pztvxcfj.wandb
2024-08-01 13:25:10,016 DEBUG   SenderThread:9144 [sender.py:send():379] send: header
2024-08-01 13:25:10,071 DEBUG   SenderThread:9144 [sender.py:send():379] send: run
2024-08-01 13:25:11,352 INFO    SenderThread:9144 [dir_watcher.py:__init__():211] watching files in: C:\Users\olivi\.vscode\projects\wandb\run-20240801_132509-pztvxcfj\files
2024-08-01 13:25:11,352 INFO    SenderThread:9144 [sender.py:_start_run_threads():1188] run started: pztvxcfj with start time 1722540310.00977
2024-08-01 13:25:11,371 DEBUG   HandlerThread:9144 [handler.py:handle_request():158] handle_request: check_version
2024-08-01 13:25:11,371 DEBUG   SenderThread:9144 [sender.py:send_request():406] send_request: check_version
2024-08-01 13:25:12,060 DEBUG   HandlerThread:9144 [handler.py:handle_request():158] handle_request: run_start
2024-08-01 13:25:12,072 DEBUG   HandlerThread:9144 [system_info.py:__init__():26] System info init
2024-08-01 13:25:12,072 DEBUG   HandlerThread:9144 [system_info.py:__init__():41] System info init done
2024-08-01 13:25:12,072 INFO    HandlerThread:9144 [system_monitor.py:start():194] Starting system monitor
2024-08-01 13:25:12,077 INFO    HandlerThread:9144 [system_monitor.py:probe():214] Collecting system info
2024-08-01 13:25:12,072 INFO    SystemMonitor:9144 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-01 13:25:12,086 DEBUG   HandlerThread:9144 [system_info.py:probe():152] Probing system
2024-08-01 13:25:12,094 INFO    SystemMonitor:9144 [interfaces.py:start():188] Started cpu monitoring
2024-08-01 13:25:12,095 INFO    SystemMonitor:9144 [interfaces.py:start():188] Started disk monitoring
2024-08-01 13:25:12,111 INFO    SystemMonitor:9144 [interfaces.py:start():188] Started memory monitoring
2024-08-01 13:25:12,122 INFO    SystemMonitor:9144 [interfaces.py:start():188] Started network monitoring
2024-08-01 13:25:12,122 DEBUG   HandlerThread:9144 [system_info.py:_probe_git():137] Probing git
2024-08-01 13:25:12,250 DEBUG   HandlerThread:9144 [system_info.py:_probe_git():145] Probing git done
2024-08-01 13:25:12,259 DEBUG   HandlerThread:9144 [system_info.py:probe():200] Probing system done
2024-08-01 13:25:12,259 DEBUG   HandlerThread:9144 [system_monitor.py:probe():223] {'os': 'Windows-11-10.0.22631-SP0', 'python': '3.12.4', 'heartbeatAt': '2024-08-01T19:25:12.089511', 'startedAt': '2024-08-01T19:25:09.995527', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\olivi\\.vscode\\projects\\handwrittendigit.py', 'codePathLocal': 'handwrittendigit.py', 'codePath': 'handwrittendigit.py', 'git': {'remote': 'https://github.com/OliviaYi2007/MNIST1.git', 'commit': '1b9bbab0ef3b71a37e66398d52b0934a2c579ba5'}, 'email': 'oliviayi2007@gmail.com', 'root': 'C:/Users/olivi/.vscode/projects', 'host': 'LAPTOP-A31SIFF1', 'username': 'olivi', 'executable': 'C:\\Program Files\\Python312\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2100.0, 'min': 0.0, 'max': 2100.0}, 'cpu_freq_per_core': [{'current': 2100.0, 'min': 0.0, 'max': 2100.0}], 'disk': {'/': {'total': 475.99706649780273, 'used': 103.41039657592773}}, 'memory': {'total': 7.326206207275391}}
2024-08-01 13:25:12,259 INFO    HandlerThread:9144 [system_monitor.py:probe():224] Finished collecting system info
2024-08-01 13:25:12,259 INFO    HandlerThread:9144 [system_monitor.py:probe():227] Publishing system info
2024-08-01 13:25:12,261 INFO    HandlerThread:9144 [system_monitor.py:probe():229] Finished publishing system info
2024-08-01 13:25:12,265 DEBUG   SenderThread:9144 [sender.py:send():379] send: files
2024-08-01 13:25:12,265 INFO    SenderThread:9144 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-08-01 13:25:12,334 DEBUG   HandlerThread:9144 [handler.py:handle_request():158] handle_request: python_packages
2024-08-01 13:25:12,334 DEBUG   SenderThread:9144 [sender.py:send_request():406] send_request: python_packages
2024-08-01 13:25:12,334 DEBUG   HandlerThread:9144 [handler.py:handle_request():158] handle_request: stop_status
